Academic Year _____,Education Type ___ _______ (AR),Education Type ___ _______ (EN), Region _______ _________ (AR), Region _______ _________ (EN),Cycle ______ (AR),Cycle ______ (EN),Grade ____ (AR),Grade ____ (EN),Gender _____ (AR),Gender _____ (EN),Emirati\Expat _____/____ (AR),Emirati\Expat _____/____ (EN),Pass Percentage ____ ______,Students Count ___ ______
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ _____,Grade 1,____,Female,____,Resident,100.00%,13
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ _____,Grade 1,___,Male,_______,Emirati,100.00%,941
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ _____,Grade 1,___,Male,____,Resident,100.00%,14
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 3,____,Female,_______,Emirati,100.00%,901
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 3,____,Female,____,Resident,100.00%,24
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 3,___,Male,_______,Emirati,100.00%,992
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 3,___,Male,____,Resident,100.00%,22
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 2,____,Female,_______,Emirati,100.00%,917
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 2,____,Female,____,Resident,100.00%,22
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 2,___,Male,_______,Emirati,100.00%,1042
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 2,___,Male,____,Resident,100.00%,25
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 4,____,Female,_______,Emirati,100.00%,1019
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 4,____,Female,____,Resident,100.00%,18
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 4,___,Male,_______,Emirati,100.00%,937
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ ____,Cycle1,____ ______,Grade 4,___,Male,____,Resident,95.83%,24
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 9,____,Female,_______,Emirati,98.38%,926
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 9,____,Female,____,Resident,96.67%,30
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 9,___,Male,_______,Emirati,96.66%,688
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 9,___,Male,____,Resident,95.83%,24
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,_______,Emirati,99.76%,845
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,____,Resident,100.00%,44
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,_______,Emirati,99.69%,649
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,____,Resident,100.00%,40
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,_______,Emirati,97.80%,910
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,____,Resident,100.00%,41
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,_______,Emirati,96.03%,731
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,____,Resident,88.89%,36
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 10,____,Female,_______,Emirati,96.00%,950
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 10,____,Female,____,Resident,97.96%,49
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 10,___,Male,_______,Emirati,93.75%,720
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle3,____ ______,Grade 10,___,Male,____,Resident,96.77%,31
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 8,____,Female,_______,Emirati,98.66%,972
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 8,____,Female,____,Resident,100.00%,39
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 8,___,Male,_______,Emirati,98.00%,751
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 8,___,Male,____,Resident,100.00%,20
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 5,____,Female,_______,Emirati,99.89%,885
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 5,____,Female,____,Resident,100.00%,32
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 5,___,Male,_______,Emirati,99.87%,794
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 5,___,Male,____,Resident,100.00%,18
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 7,____,Female,_______,Emirati,98.51%,1005
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 7,____,Female,____,Resident,100.00%,33
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 7,___,Male,_______,Emirati,97.94%,827
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 7,___,Male,____,Resident,100.00%,13
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 6,____,Female,_______,Emirati,99.07%,972
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 6,____,Female,____,Resident,96.00%,25
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 6,___,Male,_______,Emirati,99.64%,832
2020-2021,_______ ________,Public,_______,AL FUJAIRAH,____ _____,Cycle2,____ ______,Grade 6,___,Male,____,Resident,94.74%,19
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ _____,Grade 1,____,Female,_______,Emirati,99.83%,1743
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ _____,Grade 1,____,Female,____,Resident,99.65%,284
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ _____,Grade 1,___,Male,_______,Emirati,99.83%,1723
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ _____,Grade 1,___,Male,____,Resident,99.69%,323
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 3,____,Female,_______,Emirati,100.00%,1700
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 3,____,Female,____,Resident,100.00%,444
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 3,___,Male,_______,Emirati,100.00%,1621
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 3,___,Male,____,Resident,100.00%,445
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 2,____,Female,_______,Emirati,99.94%,1743
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 2,____,Female,____,Resident,100.00%,424
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 2,___,Male,_______,Emirati,99.82%,1670
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 2,___,Male,____,Resident,100.00%,387
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,____,Female,_______,Emirati,99.49%,1765
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,____,Female,____,Resident,99.62%,526
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,___,Male,_______,Emirati,99.80%,1528
2020-2021,_______ ________,Public,______,ABU DHABI,____ ____,Cycle1,____ ______,Grade 4,___,Male,____,Resident,100.00%,488
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,____,Female,_______,Emirati,93.08%,2024
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,____,Female,____,Resident,96.17%,392
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,___,Male,_______,Emirati,88.51%,1845
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 9,___,Male,____,Resident,93.09%,376
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,_______,Emirati,98.07%,1869
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,____,Resident,99.26%,408
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,_______,Emirati,95.62%,1737
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,____,Resident,97.85%,418
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,_______,Emirati,93.01%,2116
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,____,Resident,96.58%,497
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,_______,Emirati,88.39%,1912
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,____,Resident,94.79%,422
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,____,Female,_______,Emirati,91.38%,2041
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,____,Female,____,Resident,95.24%,399
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,___,Male,_______,Emirati,85.49%,1999
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle3,____ ______,Grade 10,___,Male,____,Resident,92.20%,436
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,____,Female,_______,Emirati,94.00%,2335
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,____,Female,____,Resident,96.76%,463
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,___,Male,_______,Emirati,91.49%,2067
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,___,Male,____,Resident,94.39%,410
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 8,___ ____,Undefined,_______,Emirati,100.00%,1
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,____,Female,_______,Emirati,97.58%,1531
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,____,Female,____,Resident,98.80%,418
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,___,Male,_______,Emirati,98.53%,1293
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,___,Male,____,Resident,99.78%,449
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 5,___ ____,Undefined,____,Resident,100.00%,1
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,____,Female,_______,Emirati,94.46%,2095
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,____,Female,____,Resident,97.33%,449
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,___,Male,_______,Emirati,95.08%,2034
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 7,___,Male,____,Resident,96.85%,445
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 6,____,Female,_______,Emirati,95.91%,1956
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 6,____,Female,____,Resident,97.81%,457
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 6,___,Male,_______,Emirati,95.59%,1770
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 6,___,Male,____,Resident,98.28%,407
2020-2021,_______ ________,Public,______,ABU DHABI,____ _____,Cycle2,____ ______,Grade 6,___ ____,Undefined,_______,Emirati,100.00%,1
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ _____,Grade 1,____,Female,_______,Emirati,100.00%,173
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ _____,Grade 1,____,Female,____,Resident,100.00%,37
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ _____,Grade 1,___,Male,_______,Emirati,100.00%,167
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ _____,Grade 1,___,Male,____,Resident,100.00%,31
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 3,____,Female,_______,Emirati,100.00%,174
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 3,____,Female,____,Resident,100.00%,33
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 3,___,Male,_______,Emirati,99.47%,188
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 3,___,Male,____,Resident,100.00%,27
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 2,____,Female,_______,Emirati,100.00%,189
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 2,____,Female,____,Resident,100.00%,38
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 2,___,Male,_______,Emirati,100.00%,158
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 2,___,Male,____,Resident,100.00%,40
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 4,____,Female,_______,Emirati,100.00%,173
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 4,____,Female,____,Resident,100.00%,40
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 4,___,Male,_______,Emirati,100.00%,159
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ ____,Cycle1,____ ______,Grade 4,___,Male,____,Resident,100.00%,37
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 9,____,Female,_______,Emirati,96.46%,198
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 9,____,Female,____,Resident,93.62%,47
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 9,___,Male,_______,Emirati,89.47%,152
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 9,___,Male,____,Resident,87.88%,33
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,_______,Emirati,99.35%,153
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 12,____,Female,____,Resident,100.00%,44
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,_______,Emirati,98.68%,152
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 12,___,Male,____,Resident,97.62%,42
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,_______,Emirati,96.70%,212
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 11,____,Female,____,Resident,100.00%,40
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,_______,Emirati,92.97%,128
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______ ___,Grade 11,___,Male,____,Resident,94.87%,39
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 10,____,Female,_______,Emirati,97.96%,196
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 10,____,Female,____,Resident,97.22%,36
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 10,___,Male,_______,Emirati,91.11%,180
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle3,____ ______,Grade 10,___,Male,____,Resident,92.11%,38
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 8,____,Female,_______,Emirati,99.52%,207
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 8,____,Female,____,Resident,97.22%,36
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 8,___,Male,_______,Emirati,98.68%,152
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 8,___,Male,____,Resident,98.04%,51
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 5,____,Female,_______,Emirati,100.00%,202
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 5,____,Female,____,Resident,100.00%,27
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 5,___,Male,_______,Emirati,100.00%,137
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 5,___,Male,____,Resident,100.00%,31
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 7,____,Female,_______,Emirati,97.75%,222
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 7,____,Female,____,Resident,95.35%,43
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 7,___,Male,_______,Emirati,98.50%,200
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 7,___,Male,____,Resident,100.00%,33
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 6,____,Female,_______,Emirati,99.09%,220
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 6,____,Female,____,Resident,95.56%,45
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 6,___,Male,_______,Emirati,98.05%,205
2020-2021,_______ ________,Public,__ _______,Umm Al Quwain,____ _____,Cycle2,____ ______,Grade 6,___,Male,____,Resident,96.97%,33
2020-2021,_______ ________,Public,___,DUBAI,____ ____,Cycle1,____ _____,Grade 1,____,Female,_______,Emirati,100.00%,933
2020-2021,_______ ________,Public,___,DUBAI,____ ____,Cycle1,____ _____,Grade 1,____,Female,____,Resident,99.31%,144
2020-2021,_______ ________,Public,___,DUBAI,____ ____,Cycle1,____ _____,Grade 1,___,Male,_______,Emirati,99.78%,900
2020-2021,_______ ________,Public,___,DUBAI,____ ____,Cycle1,____ _____,Grade 1,___,Male,____,Resident,99.21%,127
2020-2021,_______ ________,Public,___,DUBAI,____ ____,Cycle1,____ ______,Grade 3,____,Female,_______,Emirati,100.00%,909
2020-2021,_______ ________,Public,___,DUBAI,____ ____,Cycle1,____ ______,Grade 3,____,Female,____,Resident,100.00%,218
